Timestamp,Temperature_Fahrenheit,Relative_Humidity
2024-11-25 20:06:00,59.47,75.8
2024-11-26 08:06:00,51.89,83.96
2024-11-26 20:06:00,65.05,77.98
2024-11-27 08:06:00,60.15,87.54
2024-11-27 20:06:00,71.28,78.13
2024-11-28 08:06:00,64.35,91.39
2024-11-28 20:06:00,69.22,77.21
2024-11-29 08:06:00,64.4,75.53
2024-11-29 20:06:00,54.64,79.43
2024-11-30 08:06:00,43.63,66.62
2024-11-30 20:06:00,52.36,59.52
2024-12-01 08:06:00,43.39,70.98
2024-12-01 20:06:00,49.5,69.5
2024-12-02 08:06:00,42.31,81.39
2024-12-02 20:06:00,48.97,68.47
2024-12-03 08:06:00,41.31,79.98
2024-12-03 20:06:00,47.68,55.95
2024-12-04 08:06:00,40.66,73.75
2024-12-04 20:06:00,49.19,72.83
2024-12-05 08:06:00,49.64,87.99
2024-12-05 20:06:00,64.35,76.47
2024-12-06 08:06:00,52.47,54.01
2024-12-06 20:06:00,47.26,71.8
2024-12-07 08:06:00,41.92,72.89
2024-12-07 20:06:00,49.03,72.96
2024-12-08 08:06:00,43.38,82.83
2024-12-08 20:06:00,55.51,76.34
2024-12-09 08:06:00,55.42,90.38
2024-12-09 20:06:00,62.62,86.98
2024-12-10 08:06:00,59.47,91.66
2024-12-10 20:06:00,67.87,80.39
2024-12-11 08:06:00,66.99,93.88
2024-12-11 20:06:00,55.65,53.21
2024-12-12 08:06:00,42.62,73.63
2024-12-12 20:06:00,47.75,72.69
2024-12-13 08:06:00,49.75,85.78
2024-12-13 20:06:00,60.51,84.29
2024-12-14 08:06:00,60.53,92.83
2024-12-14 20:06:00,64.44,87.39
2024-12-15 08:06:00,62.1,91.92
2024-12-15 20:06:00,61.72,89.51
2024-12-16 08:06:00,60.84,93.17
2024-12-16 20:06:00,64.69,92.91
2024-12-17 08:06:00,64.4,95.41
2024-12-17 20:06:00,67.57,89.96
2024-12-18 08:06:00,64.35,96.01
2024-12-18 20:06:00,68.4,88.62
2024-12-19 08:06:00,64.56,94.23
2024-12-19 20:06:00,65.34,83.04
2024-12-20 08:06:00,56.52,85.08
2024-12-20 20:06:00,58.3,55.75
2024-12-21 08:06:00,44.33,63.03
2024-12-21 20:06:00,48.99,72.85
2024-12-22 08:06:00,44.94,78.55
2024-12-22 20:06:00,53.35,75.98
2024-12-23 08:06:00,56.64,85.42
2024-12-23 20:06:00,55.13,84.31
2024-12-24 08:06:00,51.33,90.03
2024-12-24 20:06:00,53.51,83.84
2024-12-25 08:06:00,49.55,88.7
2024-12-25 20:06:00,58.06,89.15
2024-12-26 08:06:00,58.96,90.43
2024-12-26 20:06:00,58.3,88.77
2024-12-27 08:06:00,58.53,95.73
2024-12-27 20:06:00,65.05,94.72
2024-12-28 08:06:00,64.45,96.97
2024-12-28 20:06:00,67.84,87.26
2024-12-29 08:06:00,65.86,94.05
2024-12-29 20:06:00,64.27,93.12
2024-12-30 08:06:00,61.39,89.84
2024-12-30 20:06:00,61.29,86.13
2024-12-31 08:06:00,65.01,96
2024-12-31 20:06:00,69.21,77.37
2025-01-01 08:06:00,56.14,68.36
2025-01-01 20:06:00,55,71.82
2025-01-02 08:06:00,45.91,71.9
2025-01-02 20:06:00,51.04,73.74
2025-01-03 08:06:00,41.22,80.45
2025-01-03 20:06:00,53.83,59.73
2025-01-04 08:06:00,46.49,43.12
2025-01-04 20:06:00,49.46,60.58
2025-01-05 08:06:00,41.4,77.87
2025-01-05 20:06:00,56.62,71.72
2025-01-06 08:06:00,58.12,83.41
2025-01-06 20:06:00,60.39,62.41
2025-01-07 08:06:00,38.05,62.34
2025-01-07 20:06:00,42.28,72.61
2025-01-08 08:06:00,36.59,80.99
2025-01-08 20:06:00,46.74,60.23
2025-01-09 08:06:00,36.01,56.51
2025-01-09 20:06:00,41.97,63.53
2025-01-10 08:06:00,42.51,76.83
2025-01-10 20:06:00,59.11,75.1
2025-01-11 08:06:00,57.61,86.48
2025-01-11 20:06:00,45.68,74.05
2025-01-12 08:06:00,36.52,80.89
2025-01-12 20:06:00,48.18,67.36
2025-01-13 08:06:00,49.8,69.82
2025-01-13 20:06:00,48.11,89.2
2025-01-14 08:06:00,45.07,81.4
2025-01-14 20:06:00,49.05,71.68
2025-01-15 08:06:00,47.43,52.61
2025-01-15 20:06:00,48.22,72.9
2025-01-16 08:06:00,47.44,81.21
2025-01-16 20:06:00,50.97,67.48
2025-01-17 08:06:00,40.98,81.83
2025-01-17 20:06:00,50.95,69.42
2025-01-18 08:06:00,55.13,84.22
2025-01-18 20:06:00,58.46,85.56
2025-01-19 08:06:00,59.16,94.95
2025-01-19 20:06:00,57,72.94
2025-01-20 08:06:00,37.98,63.64
2025-01-20 20:06:00,43.32,68.8
2025-01-21 08:06:00,44.58,72.4
2025-01-21 20:06:00,39.15,84.74
2025-01-22 08:06:00,36.16,87.06
2025-01-22 20:06:00,38.23,78.7
2025-01-23 08:06:00,37,83.58
2025-01-23 20:06:00,46.31,42.89
2025-01-24 08:06:00,36.46,56.48
2025-01-24 20:06:00,44.64,51.82
2025-01-25 08:06:00,33.42,80.24
2025-01-25 20:06:00,47.3,62.47
2025-01-26 08:06:00,43.12,85.77
2025-01-26 20:06:00,52.48,68.52
2025-01-27 08:06:00,46.18,85.64
2025-01-27 20:06:00,63.97,68.08
2025-01-28 08:06:00,57.51,86.53
2025-01-28 20:06:00,55.83,62.14
2025-01-29 08:06:00,45.64,83.55
2025-01-29 20:06:00,60.3,71.59
2025-01-30 08:06:00,48.24,83.92
2025-01-30 20:06:00,61.14,73.77
2025-01-31 08:06:00,59.4,94.75
2025-01-31 20:06:00,70.65,68.69
2025-02-01 08:06:00,58.14,80.19
2025-02-01 20:06:00,58.33,68.81
2025-02-02 08:06:00,51.76,88.45
2025-02-02 20:06:00,58.69,84.48
2025-02-03 08:06:00,57.74,90.53
2025-02-03 20:06:00,63.52,80.44
2025-02-04 08:06:00,59.45,93.93
2025-02-04 20:06:00,65.25,67.84
2025-02-05 08:06:00,54.88,85.41
2025-02-05 20:06:00,68.31,71.68
2025-02-06 08:06:00,61.07,88.95
2025-02-06 20:06:00,69.73,73.47
2025-02-07 08:06:00,63.27,91.1
2025-02-07 20:06:00,66.92,81.93
2025-02-08 08:06:00,59.54,91.76
2025-02-08 20:06:00,69.12,73.28
2025-02-09 08:06:00,59.95,87.48
2025-02-09 20:06:00,68.77,73.47
2025-02-10 08:06:00,60.67,92.37
2025-02-10 20:06:00,64.76,85.5
2025-02-11 08:06:00,61.07,92.19
2025-02-11 20:06:00,67.37,90.99
2025-02-12 08:06:00,65.62,95.79
2025-02-12 20:06:00,72.37,73.86
2025-02-13 08:06:00,68.47,94.08
2025-02-13 20:06:00,68.29,88.47
2025-02-14 08:06:00,58.86,79.31
2025-02-14 20:06:00,60.39,83.58
2025-02-15 08:06:00,62.82,91.43
2025-02-15 20:06:00,71.28,80.61
2025-02-16 08:06:00,69.66,87.04
2025-02-16 20:06:00,60.53,83.63
2025-02-17 08:06:00,47.66,68.67
2025-02-17 20:06:00,50.58,70.76
2025-02-18 08:06:00,46.11,86.28
2025-02-18 20:06:00,58.33,78.48
2025-02-19 08:06:00,58.68,91.76
2025-02-19 20:06:00,56.48,89.48
2025-02-20 08:06:00,50.31,85.13
2025-02-20 20:06:00,50.16,52.28
2025-02-21 08:06:00,39.97,66.34
2025-02-21 20:06:00,44.82,70.35
2025-02-22 08:06:00,47.17,89.91
2025-02-22 20:06:00,56.32,78.03
2025-02-23 08:06:00,48.72,86.85
2025-02-23 20:06:00,61.5,72.37
2025-02-24 08:06:00,55.81,90.05
2025-02-24 20:06:00,57.42,85.21
2025-02-25 08:06:00,57.87,91.16
2025-02-25 20:06:00,60.57,78.3
2025-02-26 08:06:00,52.21,88
2025-02-26 20:06:00,64.56,62.93
2025-02-27 08:06:00,54.54,87.33
2025-02-27 20:06:00,70.2,60.05
2025-02-28 08:06:00,56.8,78.77
2025-02-28 20:06:00,60.4,46.62
2025-03-01 08:06:00,52.9,79.64
2025-03-01 20:06:00,67.19,48.65
2025-03-02 08:06:00,57.51,55.53
2025-03-02 20:06:00,54.93,72.75
2025-03-03 08:06:00,49.37,80.43
2025-03-03 20:06:00,59.54,76.75
2025-03-04 08:06:00,57.49,90.38
2025-03-04 20:06:00,67.06,70.64
2025-03-05 08:06:00,68.4,86.37
2025-03-05 20:06:00,67.32,45.19
2025-03-06 08:06:00,53.1,46.36
2025-03-06 20:06:00,59.47,42.11
2025-03-07 08:06:00,50.97,70.05
2025-03-07 20:06:00,60.57,61.8
2025-03-08 08:06:00,54.81,85.35
2025-03-08 20:06:00,66.74,86.44
2025-03-09 09:06:00,63.32,93.66
2025-03-09 21:06:00,60.28,89.54
2025-03-10 09:06:00,67.17,98.33
2025-03-10 21:06:00,58.06,72.39
2025-03-11 09:06:00,54.5,76
2025-03-11 21:06:00,62.76,56.76
2025-03-12 09:06:00,56.14,77.76
2025-03-12 21:06:00,65.23,57.09
2025-03-13 09:06:00,59.36,85.11
2025-03-13 21:06:00,68.74,66.48
2025-03-14 09:06:00,61.7,86.69
2025-03-14 21:06:00,67.05,77.77
2025-03-15 09:06:00,66.92,93.87
2025-03-15 21:06:00,71.73,80.53
2025-03-16 09:06:00,71.15,87.29
2025-03-16 21:06:00,71.55,84.91
2025-03-17 09:06:00,58.84,52.48
2025-03-17 21:06:00,62.19,44.61
2025-03-18 09:06:00,56.7,52.69
2025-03-18 21:06:00,59.49,51.37
2025-03-19 09:06:00,55.26,80.84
2025-03-19 21:06:00,66.18,42.28
2025-03-20 09:06:00,61.63,80.16
2025-03-20 21:06:00,66.4,49.8
2025-03-21 09:06:00,51.82,50.03
2025-03-21 21:06:00,56.91,57.75
2025-03-22 09:06:00,53.4,80.35
2025-03-22 21:06:00,63.34,61.71
2025-03-23 09:06:00,57.85,82.46
2025-03-23 21:06:00,68,72.86
2025-03-24 09:06:00,64.2,78.7
2025-03-24 21:06:00,68.23,66.19
2025-03-25 09:06:00,66.07,80.68
2025-03-25 21:06:00,67.73,74.45
2025-03-26 09:06:00,64.92,78.31
2025-03-26 21:06:00,66.11,51.47
2025-03-27 09:06:00,62.55,74.54
2025-03-27 21:06:00,63.63,78.35
2025-03-28 09:06:00,66.13,89.08
2025-03-28 21:06:00,70.05,73.06
2025-03-29 09:06:00,67.68,84.6
2025-03-29 21:06:00,70.9,77.33
2025-03-30 09:06:00,69.98,93.14
2025-03-30 21:06:00,69.58,93.07
2025-03-31 09:06:00,68.81,95.97
2025-03-31 21:06:00,74.48,72.23
2025-04-01 09:06:00,72.72,90.23
2025-04-01 21:06:00,74.39,87.29
2025-04-02 09:06:00,74.73,92.35
2025-04-02 21:06:00,76.48,81.52
2025-04-03 09:06:00,76.28,86.1
2025-04-03 21:06:00,76.75,79.15
2025-04-04 09:06:00,76.66,86.26
2025-04-04 21:06:00,75.06,82.13
2025-04-05 09:06:00,73.81,86.12
2025-04-05 21:06:00,76.82,79.07
2025-04-06 09:06:00,75.69,81.9
2025-04-06 21:06:00,79,71.79
2025-04-07 09:06:00,74.7,84.27
2025-04-07 21:06:00,76.62,79.18
2025-04-08 09:06:00,62.73,69.82
2025-04-08 21:06:00,64.92,66.89
2025-04-09 09:06:00,65.05,70.74
2025-04-09 21:06:00,65.57,74.87
2025-04-10 09:06:00,68.81,86.24
2025-04-10 21:06:00,68.74,83.55
2025-04-11 09:06:00,68.11,65.4
2025-04-11 21:06:00,64.63,79.58
2025-04-12 09:06:00,61.39,70.66
2025-04-12 21:06:00,64.63,71.12
2025-04-13 09:06:00,62.89,64.54
2025-04-13 21:06:00,65.25,64.77
2025-04-14 09:06:00,64.89,70.42
2025-04-14 21:06:00,72.3,62.54
2025-04-15 09:06:00,68.5,72.54
2025-04-15 21:06:00,76.93,64.95
2025-04-16 09:06:00,67.6,39.99
2025-04-16 21:06:00,65.82,58.33
2025-04-17 09:06:00,65.95,78.04
2025-04-17 21:06:00,69.84,68.48
2025-04-18 09:06:00,70.83,77.03
2025-04-18 21:06:00,72.93,72.85
2025-04-19 09:06:00,73.2,76.74
2025-04-19 21:06:00,72.77,70.49
2025-04-20 09:06:00,71.15,74.12
2025-04-20 21:06:00,73.65,74.22
2025-04-21 09:06:00,73.38,80.78
2025-04-21 21:06:00,73.94,74.33
2025-04-22 09:06:00,74.5,78.67
2025-04-22 21:06:00,74.23,76.37
2025-04-23 09:06:00,74.89,79.57
2025-04-23 21:06:00,74.17,80.01
2025-04-24 09:06:00,72.95,87.72
2025-04-24 21:06:00,73.96,76.45
2025-04-25 09:06:00,74.55,77.98
2025-04-25 21:06:00,74.8,75.02
2025-04-26 09:06:00,74.88,81.01
2025-04-26 21:06:00,76.59,72.38
2025-04-27 09:06:00,75.99,76.92
2025-04-27 21:06:00,78.4,72.37
2025-04-28 09:06:00,73.45,92.51
2025-04-28 21:06:00,73.36,79.37
2025-04-29 09:06:00,74.95,71.97
2025-04-29 21:06:00,72.81,73.67
2025-04-30 09:06:00,73.45,74.44
2025-04-30 21:06:00,72.9,68.45
2025-05-01 09:06:00,74.61,71.27
2025-05-01 21:06:00,74.93,67.51
2025-05-02 09:06:00,75.34,74.81
2025-05-02 21:06:00,74.93,71.65
2025-05-03 09:06:00,76.75,77.04
2025-05-03 21:06:00,76.41,77.58
2025-05-04 09:06:00,70.52,79.76
2025-05-04 21:06:00,76.69,76.89
2025-05-05 09:06:00,72.84,73.56
2025-05-05 21:06:00,77.92,63.06
2025-05-06 09:06:00,75.43,66.31
2025-05-06 21:06:00,78.17,73.8
2025-05-07 09:06:00,78.91,82.11
2025-05-07 21:06:00,72.7,87.95
2025-05-08 09:06:00,74.75,86.56
2025-05-08 21:06:00,80.71,70.98
2025-05-09 09:06:00,77.31,83.87
2025-05-09 21:06:00,74.57,83.97
2025-05-10 09:06:00,73.54,91.3
2025-05-10 21:06:00,73.15,88.48
2025-05-11 09:06:00,78.33,85.03
2025-05-11 21:06:00,77.49,85.09
2025-05-12 09:06:00,71.96,92.71
2025-05-12 21:06:00,75.88,84.08
2025-05-13 09:06:00,75.94,82.89
2025-05-13 21:06:00,77.81,65.21
2025-05-14 09:06:00,76.68,75.46
2025-05-14 21:06:00,77.72,75.8
2025-05-15 09:06:00,76.28,79.99
2025-05-15 21:06:00,84.56,59.15
2025-05-16 09:06:00,77.72,78.08
2025-05-16 21:06:00,85.28,53.85
2025-05-17 09:06:00,77.59,79.24
2025-05-17 21:06:00,84.22,62.65
2025-05-18 09:06:00,80.71,79.42
2025-05-18 21:06:00,84.78,72.19
2025-05-19 09:06:00,79.92,80.37
2025-05-19 21:06:00,83.07,75.26
2025-05-20 09:06:00,81.9,76.17
2025-05-20 21:06:00,86.97,61.02
2025-05-21 09:06:00,83.16,71.79
2025-05-21 21:06:00,83.1,73.19
2025-05-22 09:06:00,77.49,60.79
2025-05-22 21:06:00,79.59,55.66
2025-05-23 09:06:00,78.35,70.51
2025-05-23 21:06:00,81.77,55.13
2025-05-24 09:06:00,81.52,64.43
2025-05-24 21:06:00,80.44,79.8
2025-05-25 09:06:00,82.33,73.37
2025-05-25 21:06:00,76.19,85.18
2025-05-26 09:06:00,76.62,87.61
2025-05-26 21:06:00,82.17,80.86
2025-05-27 09:06:00,83.32,77.26
2025-05-27 21:06:00,81.7,78.43
2025-05-28 09:06:00,81.55,79.02
2025-05-28 21:06:00,77.65,81.9
2025-05-29 09:06:00,82.24,82.38
2025-05-29 21:06:00,76.42,86.63
2025-05-30 09:06:00,79.02,80.05
2025-05-30 21:06:00,84.65,65.71
2025-05-31 09:06:00,71.94,75.75
2025-05-31 21:06:00,76.68,58.17
2025-06-01 09:06:00,76.1,65.01
2025-06-01 21:06:00,78.53,65.31
2025-06-02 09:06:00,77.9,67.5
2025-06-02 21:06:00,78.89,75.81
2025-06-03 09:06:00,80.02,82.54
2025-06-03 21:06:00,76.8,86.65
2025-06-04 09:06:00,76.62,89.27
2025-06-04 21:06:00,79.39,81.88
2025-06-05 09:06:00,78.96,87.64
2025-06-05 21:06:00,78.17,88.63
2025-06-06 09:06:00,81.73,83.77
2025-06-06 21:06:00,84.67,70.33
2025-06-07 09:06:00,82.45,82.52
2025-06-07 21:06:00,83.7,70.84
2025-06-08 09:06:00,83.61,80.77
2025-06-08 21:06:00,83.55,75.82
2025-06-09 09:06:00,83.75,80.62
2025-06-09 21:06:00,76.96,87.73
2025-06-10 09:06:00,80.33,87.85
2025-06-10 21:06:00,77.59,80.96
2025-06-11 09:06:00,81.52,77.17
2025-06-11 21:06:00,81.19,83.2
2025-06-12 09:06:00,83.23,81.32
2025-06-12 21:06:00,81.81,80.23
2025-06-13 09:06:00,81.52,86.63
2025-06-13 21:06:00,79.63,87.4
2025-06-14 09:06:00,82.67,85.43
2025-06-14 21:06:00,81.14,81.65
2025-06-15 09:06:00,83.35,78.75
2025-06-15 21:06:00,81.01,80.69
2025-06-16 09:06:00,83.57,80.1
2025-06-16 21:06:00,81.39,77.86
2025-06-17 09:06:00,84.42,78.81
2025-06-17 21:06:00,82.69,71.75
2025-06-18 09:06:00,84.9,78.01
2025-06-18 21:06:00,83.07,69.84
2025-06-19 09:06:00,83.89,79.62
2025-06-19 21:06:00,82.13,80.3
2025-06-20 09:06:00,83.37,74.95
2025-06-20 21:06:00,80.91,78.31
2025-06-21 09:06:00,81.05,85.47
2025-06-21 21:06:00,82.42,72.93
2025-06-22 09:06:00,84.79,77.94
2025-06-22 21:06:00,82.2,78.38
2025-06-23 09:06:00,85.53,76.42
2025-06-23 21:06:00,82.83,77.46
2025-06-24 09:06:00,84.61,76.22
2025-06-24 21:06:00,83.5,70.03
2025-06-25 09:06:00,83.68,79.5
2025-06-25 21:06:00,82.94,75.26
2025-06-26 09:06:00,83.89,77.18
2025-06-26 21:06:00,82.26,73.95
2025-06-27 09:06:00,84.06,75.42
2025-06-27 21:06:00,79.52,77.12
2025-06-28 09:06:00,81.55,80.59
